ReceptionStart,ReceptionEnd,Frequency,Center,Description,Notes,Protocol,Service,Callsign,ShiftEnabled,Shift,FilterType,FilterBandwidth,SquelchEnabled,Squelch,CWShift,TimeoutSeconds,MinSignalStrength,ActualSignalStrength
2017-01-05 09:47:06,2017-01-05 09:47:08,106200000,106200000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-36,Cutoff
2017-01-05 09:47:11,2017-01-05 09:47:14,106700000,106700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-33,Cutoff
2017-01-05 09:47:17,2017-01-05 09:47:19,107000000,107000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-33,Cutoff
2017-01-05 09:47:22,2017-01-05 09:47:24,107500000,107500000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-32,Cutoff
2017-01-05 09:47:29,2017-01-05 09:47:32,88300000,88300000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-25,Cutoff
2017-01-05 09:47:33,2017-01-05 09:47:36,88900000,88900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-21,Cutoff
2017-01-05 09:47:42,2017-01-05 09:47:44,89700000,89700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-16,Cutoff
2017-01-05 09:47:46,2017-01-05 09:47:48,90100000,90100000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-40,Cutoff
2017-01-05 09:47:50,2017-01-05 09:47:52,90500000,90500000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-25,Cutoff
2017-01-05 09:47:55,2017-01-05 09:47:57,91200000,91200000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-12,Cutoff
2017-01-05 09:47:58,2017-01-05 09:48:00,91300000,91300000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-16,Cutoff
2017-01-05 09:48:02,2017-01-05 09:48:04,91900000,91900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-16,Cutoff
2017-01-05 09:48:05,2017-01-05 09:48:07,92000000,92000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-10,Cutoff
2017-01-05 09:48:09,2017-01-05 09:48:10,92300000,92300000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-38,Timed out
2017-01-05 09:48:11,2017-01-05 09:48:14,92400000,92400000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-16,Cutoff
2017-01-05 09:48:15,2017-01-05 09:48:18,92800000,92800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-30,Cutoff
2017-01-05 09:48:21,2017-01-05 09:48:24,93200000,93200000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-37,Cutoff
2017-01-05 09:48:25,2017-01-05 09:48:27,93300000,93300000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-22,Cutoff
2017-01-05 09:48:34,2017-01-05 09:48:37,93800000,93800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-15,Cutoff
2017-01-05 09:48:39,2017-01-05 09:48:41,94200000,94200000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-15,Cutoff
2017-01-05 09:48:43,2017-01-05 09:48:46,94600000,94600000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-32,Cutoff
2017-01-05 09:48:48,2017-01-05 09:48:51,94900000,94900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-36,Cutoff
2017-01-05 09:48:51,2017-01-05 09:48:54,95000000,95000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-16,Cutoff
2017-01-05 09:49:01,2017-01-05 09:49:03,95400000,95400000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-33,Cutoff
2017-01-05 09:49:06,2017-01-05 09:49:08,95700000,95700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-27,Cutoff
2017-01-05 09:49:09,2017-01-05 09:49:11,95800000,95800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-14,Cutoff
2017-01-05 09:49:13,2017-01-05 09:49:15,96000000,96000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-23,Cutoff
2017-01-05 09:49:17,2017-01-05 09:49:20,96700000,96700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-39,Cutoff
2017-01-05 09:49:21,2017-01-05 09:49:23,96800000,96800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-19,Cutoff
2017-01-05 09:49:27,2017-01-05 09:49:29,97200000,97200000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-15,Cutoff
2017-01-05 09:49:31,2017-01-05 09:49:33,97600000,97600000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-39,Cutoff
2017-01-05 09:49:37,2017-01-05 09:49:40,97900000,97900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-29,Cutoff
2017-01-05 09:49:41,2017-01-05 09:49:43,98000000,98000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-17,Cutoff
2017-01-05 09:49:46,2017-01-05 09:49:48,98600000,98600000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-38,Cutoff
2017-01-05 09:49:49,2017-01-05 09:49:51,98700000,98700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-17,Cutoff
2017-01-05 09:49:53,2017-01-05 09:49:55,99100000,99100000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-34,Cutoff
2017-01-05 09:49:58,2017-01-05 09:50:00,99400000,99400000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-36,Cutoff
2017-01-05 09:50:01,2017-01-05 09:50:03,99500000,99500000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-19,Cutoff
2017-01-05 09:50:04,2017-01-05 09:50:06,99600000,99600000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-17,Cutoff
2017-01-05 09:50:07,2017-01-05 09:50:10,99700000,99700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-19,Cutoff
2017-01-05 09:50:10,2017-01-05 09:50:13,99800000,99800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-19,Cutoff
2017-01-05 09:50:13,2017-01-05 09:50:16,99900000,99900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-17,Cutoff
2017-01-05 09:50:17,2017-01-05 09:50:19,100000000,100000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-28,Cutoff
2017-01-05 09:50:22,2017-01-05 09:50:24,100200000,100200000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-21,Cutoff
2017-01-05 09:50:25,2017-01-05 09:50:27,100300000,100300000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-15,Cutoff
2017-01-05 09:50:31,2017-01-05 09:50:33,100800000,100800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-31,Cutoff
2017-01-05 09:50:35,2017-01-05 09:50:37,101100000,101100000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-38,Cutoff
2017-01-05 09:50:39,2017-01-05 09:50:42,101900000,101900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-31,Cutoff
2017-01-05 09:50:44,2017-01-05 09:50:47,103700000,103700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-35,Cutoff
2017-01-05 09:50:50,2017-01-05 09:50:52,104500000,104500000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-33,Cutoff
2017-01-05 09:50:54,2017-01-05 09:50:56,104900000,104900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-33,Cutoff
2017-01-05 09:50:58,2017-01-05 09:51:00,105100000,105100000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-38,Cutoff
2017-01-05 09:51:04,2017-01-05 09:51:07,105600000,105600000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-23,Cutoff
2017-01-05 09:51:08,2017-01-05 09:51:10,105700000,105700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-32,Cutoff
2017-01-05 09:51:12,2017-01-05 09:51:14,106000000,106000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-28,Cutoff
2017-01-05 09:51:16,2017-01-05 09:51:18,106700000,106700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-27,Cutoff
2017-01-05 09:51:21,2017-01-05 09:51:23,107000000,107000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-32,Cutoff
2017-01-05 09:51:24,2017-01-05 09:51:27,107500000,107500000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-33,Cutoff
2017-01-05 09:51:31,2017-01-05 09:51:33,87800000,87800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-28,Cutoff
2017-01-05 09:51:34,2017-01-05 09:51:37,88300000,88300000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-20,Cutoff
2017-01-05 09:51:39,2017-01-05 09:51:41,88900000,88900000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-30,Cutoff
2017-01-05 09:51:44,2017-01-05 09:51:46,89600000,89600000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-37,Cutoff
2017-01-05 09:51:47,2017-01-05 09:51:50,89700000,89700000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-15,Cutoff
2017-01-05 09:51:51,2017-01-05 09:51:53,89800000,89800000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-14,Cutoff
2017-01-05 09:51:54,2017-01-05 09:51:56,90000000,90000000,"Found during frequency scan.","","Unidentified","Unidentified","",False,0,"BlackmanHarris4",100000,False,50,1000,1,-40,-39,Timed out
